year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Spring,Summer,Autumn,Annual,Winter
2009,108.3,64.8,14.6,23.5,26.1,23.3,19.4,3.6,4.7,108.5,127.6,226.8,64.2,46.3,240.8,751.2,243.9
